HITTypeId,WorkerId,Image_1,Image_2,Similarity_Rating
36G9MO4VB6XPXIOV6LK575FVREWA35,AOAMTLMPOJ7P7,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0001_class2_class4.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0002_class2_class4.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ARJ4HIRCZTYFT,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0001_class2_class4.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0002_class2_class4.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AUM7T7HHCVI4B,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0001_class2_class4.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0002_class2_class4.png,2 - very different
36G9MO4VB6XPXIOV6LK575FVREWA35,A165LDXYMH2J4U,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1J1S8Z53VS3GX,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1U4NCUOBCRDNH,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2CKFKOXKSZUPO,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A35CL66BEUSJ5Z,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,A3DG8M8G0L4DNZ,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AFPNK4VS55G49,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ALCPF5NANBDSZ,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ASBMCHU3YTWFS,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0009_class8_class2.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0010_class8_class2.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1E31V4KC175MR,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1L268X6LD61RP,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1Y5WECM370QXW,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2RNCA7PK35LHT,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3U4M0B8AUBNRR,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A5FOLKO1MT45U,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AD1ILDUXZHASF,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ALQ6D6V0WWGE5,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AOMFEAWQHU3D8,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0000_class1_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0001_class1_class9.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A34YNEN8UUI3CD,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A35CL66BEUSJ5Z,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,A3FL4QH97URPLF,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3GZ1GJ00K5GVR,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3Q46RW67WXT1C,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A5FOLKO1MT45U,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AGC7U2373O26I,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ALQ6D6V0WWGE5,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AMX5R6NLYNA2K,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0010_class7_class9.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0011_class7_class9.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1DSX9D6RYN2TD,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1L99LKMWXXKIZ,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2TZAXWOB3JMNV,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,A39GJ749P3ZI8T,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3Q46RW67WXT1C,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AFPNK4VS55G49,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AGC7U2373O26I,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AMX5R6NLYNA2K,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AVMU5URCTSUZB,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0011_class5_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0001_pos0012_class5_class7.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1WRINBMKV7CP6,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3418P6ZSY9PNJ,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A34YNEN8UUI3CD,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A35CL66BEUSJ5Z,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,A3FL4QH97URPLF,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AIDO1EW8PZCTM,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AOAMTLMPOJ7P7,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ARJ4HIRCZTYFT,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AX7K5UODLEK72,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0001_class7_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0003_pos0002_class7_class3.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1J1S8Z53VS3GX,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1L268X6LD61RP,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1O4RSQM7PU2QR,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1UIQVD589UWXQ,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,A2A4DODAIU2VVM,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2TZAXWOB3JMNV,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A34YNEN8UUI3CD,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A35CL66BEUSJ5Z,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AYGHAD8XI63Q2,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0006_class1_class7.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0007_class1_class7.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1JAI91IQFNMG2,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2KHLJ2F58BEZK,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A35CL66BEUSJ5Z,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,A3Q4EPB9AFMXIR,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,9 - extremely similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3UWPQMWIYK603,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ACID7NKW5A8QC,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,ALCPF5NANBDSZ,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,4 - somewhat different
36G9MO4VB6XPXIOV6LK575FVREWA35,AWTCGY2CL1T68,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,AXTD4IF12LCY2,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0001_class1_class3.png,https://isabellalv.pythonanywhere.com/mturkImages/series0002_pos0002_class1_class3.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1E31V4KC175MR,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,7 - mostly similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A1JAI91IQFNMG2,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2HIKVEFIJF8C3,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,8 - very similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A2LJRLJGOQLL9Q,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3DG8M8G0L4DNZ,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3FL4QH97URPLF,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,6 - somewhat similar
36G9MO4VB6XPXIOV6LK575FVREWA35,A3U4M0B8AUBNRR,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0002_class1_class5.png,https://isabellalv.pythonanywhere.com/mturkImages/series0000_pos0003_class1_class5.png,7 - mostly similar
